Sample_name,Species,Accession,Sp_ac.x,Rep.x,Fruit_num,Clr_cat,Phylo_pos,Ripeness,Include_in_analysis,Date_collected,Diameter_mm,Length_mm,Diam_lgth_ratio,Fresh_weight_grams,Seed_count,Tomato Pericarp Area Ratio_inside,Average Luminosity_outside,Average Hue_outside,Average Chroma_outside,Sample,Sp_ac.y,Rep.y,Glucose_rep_avg,Fructose_rep_avg,Sucrose_rep_avg,Total_sugars,Citric_avg,Malic_avg,Total_acids,Sp_ac_Rep,X1,species_name,species_code,clr_cat,lab_id,accession,tgrc_id,jake_farm_2019_grown,compatability,country,dept_province,pop_hamid,lat,lon,elevation_m,climatic_group,Temp,Temp_seasonality,Temp_warmest_q,Temp_coldest_q,Prec,Prec_seasonality,Prec_wettest_q,Prec_driest_q
SA-05-A-02,SA,05,SA-05,A,02,grn,6,ripe,include,2020-07-30,12.09,10.67,1.13,0.8442,3,0.2279,100.4263,94.7401,11.0804,SA-05-A-02,SA-05,A,8.17115,12.8916,15.226099999999999,36.28885,1.9957,3.6947,5.6904,SA-05-A,1,S. arcanum,SA,grn,SA5,SA-05,LA2917,NA,UNKNOWN,Peru,Ancash,NA,-9.3,-77.016667,2430,NA,154,548,159,145,708,61,305,33
SA-05-A-03,SA,05,SA-05,A,03,grn,6,ripe,include,2020-07-30,13.9,10.95,1.27,1.1097,3,0.2617,103.3959,103.7751,13.3,SA-05-A-03,SA-05,A,5.114,7.8477500000000004,7.3174,20.27915,3.8272,3.6181,7.4453,SA-05-A,1,S. arcanum,SA,grn,SA5,SA-05,LA2917,NA,UNKNOWN,Peru,Ancash,NA,-9.3,-77.016667,2430,NA,154,548,159,145,708,61,305,33
SA-05-B-03,SA,05,SA-05,B,03,grn,6,ripe,include,2020-07-22,15.17,13.02,1.17,1.5147,45,0.2759,100.7136,105.3654,17.1776,SA-05-B-03,SA-05,B,3.4531,5.5625,20.348,29.363599999999998,1.8943,3.6839,5.5782,SA-05-B,1,S. arcanum,SA,grn,SA5,SA-05,LA2917,NA,UNKNOWN,Peru,Ancash,NA,-9.3,-77.016667,2430,NA,154,548,159,145,708,61,305,33
SA-05-B-04,SA,05,SA-05,B,04,grn,6,ripe,include,2020-07-22,13.11,11.37,1.15,0.9383,32,0.2777,97.2537,106.6674,18.5051,SA-05-B-04,SA-05,B,4.23355,5.8224,29.1082,39.16415,0.828,4.8815,5.7095,SA-05-B,1,S. arcanum,SA,grn,SA5,SA-05,LA2917,NA,UNKNOWN,Peru,Ancash,NA,-9.3,-77.016667,2430,NA,154,548,159,145,708,61,305,33
SA-05-C-01,SA,05,SA-05,C,01,grn,6,ripe,include,2020-07-10,15.31,13.28,1.15,1.5782,30,0.2759,97.482,100.2206,14.6558,SA-05-C-01,SA-05,C,2.0824,4.48365,11.81665,18.3827,1.919,3.7333,5.6523,SA-05-C,1,S. arcanum,SA,grn,SA5,SA-05,LA2917,NA,UNKNOWN,Peru,Ancash,NA,-9.3,-77.016667,2430,NA,154,548,159,145,708,61,305,33
SA-05-C-05,SA,05,SA-05,C,05,grn,6,ripe,include,2020-07-14,14.41,11.86,1.22,1.2439,43,0.2774,90.0889,105.068,12.9371,SA-05-C-05,SA-05,C,1.29365,2.3394500000000003,3.6383,7.2714,3.2239,6.8628,10.0867,SA-05-C,1,S. arcanum,SA,grn,SA5,SA-05,LA2917,NA,UNKNOWN,Peru,Ancash,NA,-9.3,-77.016667,2430,NA,154,548,159,145,708,61,305,33
SA-09-A-03,SA,09,SA-09,A,03,grn,6,ripe,include,2020-07-08,19.45,16.86,1.15,3.2994,63,0.4163,104.2523,81.1587,6.8566,SA-09-A-03,SA-09,A,0.5575,8.1441,31.22255,39.92415,2.2149,3.7468,5.9617000000000004,SA-09-A,2,S. arcanum,SA,grn,SA9,SA-09,LA2153,NA,SI,Peru,Cajamarca,NA,-7.255833,-78.485,2800,NA,112,713,119,101,917,59,395,51
SA-09-A-05,SA,09,SA-09,A,05,grn,6,ripe,include,2020-07-30,24.04,19.67,1.22,6.0954,143,0.2705,89.7507,84.8036,12.1192,SA-09-A-05,SA-09,A,0.34215,8.53125,28.328249999999997,37.20165,0.5058,3.8488,4.3546000000000005,SA-09-A,2,S. arcanum,SA,grn,SA9,SA-09,LA2153,NA,SI,Peru,Cajamarca,NA,-7.255833,-78.485,2800,NA,112,713,119,101,917,59,395,51
SA-09-B-04,SA,09,SA-09,B,04,grn,6,ripe,include,2020-07-27,20.71,17.08,1.21,3.6865,85,0.3216,104.9266,83.1593,9.9159,SA-09-B-04,SA-09,B,0.33209999999999995,5.674799999999999,57.2636,63.2705,1.1832,2.906,4.0892,SA-09-B,2,S. arcanum,SA,grn,SA9,SA-09,LA2153,NA,SI,Peru,Cajamarca,NA,-7.255833,-78.485,2800,NA,112,713,119,101,917,59,395,51
SA-09-B-05,SA,09,SA-09,B,05,grn,6,ripe,include,2020-07-27,21.19,19.06,1.11,4.4924,89,0.3854,103.0622,86.2795,10.7918,SA-09-B-05,SA-09,B,0.8480000000000001,4.80455,66.83745,72.49000000000001,1.3059,1.6566,2.9625000000000004,SA-09-B,2,S. arcanum,SA,grn,SA9,SA-09,LA2153,NA,SI,Peru,Cajamarca,NA,-7.255833,-78.485,2800,NA,112,713,119,101,917,59,395,51
SA-09-C-01,SA,09,SA-09,C,01,grn,6,ripe,include,2020-06-23,21.14,19.05,1.11,4.5133,140,0.3379,94.1464,99.6557,13.3505,SA-09-C-01,SA-09,C,1.0606,8.725200000000001,55.42645,65.21225000000001,3.0049,2.3805,5.385400000000001,SA-09-C,2,S. arcanum,SA,grn,SA9,SA-09,LA2153,NA,SI,Peru,Cajamarca,NA,-7.255833,-78.485,2800,NA,112,713,119,101,917,59,395,51
SA-09-C-05,SA,09,SA-09,C,05,grn,6,ripe,include,2020-08-07,17.49,14.76,1.18,2.3205,166,0.2742,105.2711,87.1498,10.585,SA-09-C-05,SA-09,C,0.82965,10.79885,6.07465,17.70315,10.2973,8.1434,18.4407,SA-09-C,2,S. arcanum,SA,grn,SA9,SA-09,LA2153,NA,SI,Peru,Cajamarca,NA,-7.255833,-78.485,2800,NA,112,713,119,101,917,59,395,51
SA-18-A-04,SA,18,SA-18,A,04,grn,6,ripe,include,2020-08-05,15.55,14.47,1.07,1.8631,68,0.1342,77.6323,109.3755,21.0737,SA-18-A-04,SA-18,A,3.9767,9.0954,34.7502,47.8223,5.3967,5.5077,10.904399999999999,SA-18-A,3,S. arcanum,SA,grn,SA18,SA-18,LA2157,NA,SC,Peru,Cajamarca,NA,-6.505833,-78.808889,1600,NA,157,589,163,148,956,42,354,100
SA-18-A-05,SA,18,SA-18,A,05,grn,6,ripe,include,2020-08-05,13.35,13.16,1.01,1.3005,57,0.2085,77.2453,106.1661,22.3191,SA-18-A-05,SA-18,A,3.18705,4.6488,101.3133,109.14914999999999,4.7983,4.4023,9.200600000000001,SA-18-A,3,S. arcanum,SA,grn,SA18,SA-18,LA2157,NA,SC,Peru,Cajamarca,NA,-6.505833,-78.808889,1600,NA,157,589,163,148,956,42,354,100
SA-18-B-02,SA,18,SA-18,B,02,grn,6,ripe,include,2020-07-23,15.71,15.16,1.04,2.0078,61,0.2424,76.4597,104.183,20.9609,SA-18-B-02,SA-18,B,3.4562,5.5805,118.8286,127.86529999999999,4.622,3.4798,8.1018,SA-18-B,3,S. arcanum,SA,grn,SA18,SA-18,LA2157,NA,SC,Peru,Cajamarca,NA,-6.505833,-78.808889,1600,NA,157,589,163,148,956,42,354,100
SA-18-B-05,SA,18,SA-18,B,05,grn,6,ripe,include,2020-08-06,14.24,13.45,1.06,1.5169,37,0.2433,75.7765,108.4191,20.3522,SA-18-B-05,SA-18,B,2.15145,6.29515,76.20245,84.64905,5.004,2.3144,7.3184,SA-18-B,3,S. arcanum,SA,grn,SA18,SA-18,LA2157,NA,SC,Peru,Cajamarca,NA,-6.505833,-78.808889,1600,NA,157,589,163,148,956,42,354,100
SA-18-C-01,SA,18,SA-18,C,01,grn,6,ripe,include,2020-07-27,13.93,13.32,1.05,1.4317,51,0.2601,73.8197,109.115,18.2865,SA-18-C-01,SA-18,C,1.5541999999999998,6.78465,77.9943,86.33314999999999,9.0546,3.1613,12.215900000000001,SA-18-C,3,S. arcanum,SA,grn,SA18,SA-18,LA2157,NA,SC,Peru,Cajamarca,NA,-6.505833,-78.808889,1600,NA,157,589,163,148,956,42,354,100
SA-18-C-02,SA,18,SA-18,C,02,grn,6,ripe,include,2020-07-27,13.47,13.67,0.99,1.4516,68,0.2261,78.0948,109.2767,23.2913,SA-18-C-02,SA-18,C,3.9518,7.92935,121.6175,133.49865,4.5923,3.1272,7.7195,SA-18-C,3,S. arcanum,SA,grn,SA18,SA-18,LA2157,NA,SC,Peru,Cajamarca,NA,-6.505833,-78.808889,1600,NA,157,589,163,148,956,42,354,100
SC-19-A-01,SC,19,SC-19,A,01,roy,3,ripe,include,2020-07-22,13.05,12.25,1.07,1.1662,48,0.3592,72.5087,74.6607,29.3235,SC-19-A-01,SC-19,A,25.0972,27.29905,4.57065,56.9669,8.5883,1.2149,9.8032,SC-19-A,4,S. cheesmaniae,SC,roy,SC19,SC-19,LA1412,y,SC,Ecuador,Galapagos_Islands,NA,-0.86667,-89.56667,100,SA,234,1739,257,212,591,74,312,61
SC-19-A-05,SC,19,SC-19,A,05,roy,3,ripe,include,2020-08-05,13.39,12.6,1.06,1.2208,41,0.3271,72.6475,60.9953,28.7024,SC-19-A-05,SC-19,A,25.848300000000002,26.799300000000002,9.308250000000001,61.955850000000005,3.8271,0.4065,4.2336,SC-19-A,4,S. cheesmaniae,SC,roy,SC19,SC-19,LA1412,y,SC,Ecuador,Galapagos_Islands,NA,-0.86667,-89.56667,100,SA,234,1739,257,212,591,74,312,61
SC-19-B-02,SC,19,SC-19,B,02,roy,3,ripe,include,2020-07-20,12.56,11.61,1.08,0.9435,26,0.4498,76.6204,71.4321,30.659300000000002,SC-19-B-02,SC-19,B,17.09565,20.7838,0,37.87945,4.1916,0.4099,4.601500000000001,SC-19-B,4,S. cheesmaniae,SC,roy,SC19,SC-19,LA1412,y,SC,Ecuador,Galapagos_Islands,NA,-0.86667,-89.56667,100,SA,234,1739,257,212,591,74,312,61
SC-19-B-04,SC,19,SC-19,B,04,roy,3,ripe,include,2020-08-06,13.01,12.46,1.04,1.1919,48,0.3906,77.5476,71.6974,29.733,SC-19-B-04,SC-19,B,14.6592,14.7171,0.5488000000000001,29.9251,5.441,0.4664,5.9074,SC-19-B,4,S. cheesmaniae,SC,roy,SC19,SC-19,LA1412,y,SC,Ecuador,Galapagos_Islands,NA,-0.86667,-89.56667,100,SA,234,1739,257,212,591,74,312,61
SC-19-C-01,SC,19,SC-19,C,01,roy,3,ripe,include,2020-07-23,13.69,13.06,1.05,1.2597,30,0.406,70.3885,66.7077,27.5839,SC-19-C-01,SC-19,C,26.870350000000002,27.92145,7.850199999999999,62.642,9.1025,0.3408,9.443299999999999,SC-19-C,4,S. cheesmaniae,SC,roy,SC19,SC-19,LA1412,y,SC,Ecuador,Galapagos_Islands,NA,-0.86667,-89.56667,100,SA,234,1739,257,212,591,74,312,61
SC-19-C-02,SC,19,SC-19,C,02,roy,3,ripe,include,2020-07-23,13.52,13.2,1.02,1.306,34,0.3735,73.7507,67.6303,30.3918,SC-19-C-02,SC-19,C,23.601550000000003,23.543300000000002,5.22565,52.37050000000001,5.1211,0.2975,5.4186000000000005,SC-19-C,4,S. cheesmaniae,SC,roy,SC19,SC-19,LA1412,y,SC,Ecuador,Galapagos_Islands,NA,-0.86667,-89.56667,100,SA,234,1739,257,212,591,74,312,61
SC-22-A-02,SC,22,SC-22,A,02,roy,3,ripe,include,2020-08-13,12.39,11.01,1.13,0.9165,19,0.45,72.0364,69.0216,25.3526,SC-22-A-02,SC-22,A,3.2182,17.3833,3.3526499999999997,23.95415,4.0173,0.3778,4.395099999999999,SC-22-A,5,S. cheesmaniae,SC,roy,SC22,SC-22,LA0428,y,SC,Ecuador,Galapagos_Islands,NA,-0.65,-90.3,700,SA,204,1785,229,183,1114,22,362,232
SC-22-A-03,SC,22,SC-22,A,03,roy,3,ripe,include,2020-08-26,14.66,13.06,1.12,1.4814,34,0.4478,76.6953,85.7044,31.8152,SC-22-A-03,SC-22,A,3.42535,24.39085,1.69295,29.50915,7.5925,0.3988,7.9913,SC-22-A,5,S. cheesmaniae,SC,roy,SC22,SC-22,LA0428,y,SC,Ecuador,Galapagos_Islands,NA,-0.65,-90.3,700,SA,204,1785,229,183,1114,22,362,232
SC-22-B-04,SC,22,SC-22,B,04,roy,3,ripe,include,2020-09-01,13.78,12.37,1.11,1.2369,26,0.5078,79.9529,86.7445,24.8341,SC-22-B-04,SC-22,B,0.6335,8.81795,1.1229,10.574349999999999,7.1265,0.875,8.0015,SC-22-B,5,S. cheesmaniae,SC,roy,SC22,SC-22,LA0428,y,SC,Ecuador,Galapagos_Islands,NA,-0.65,-90.3,700,SA,204,1785,229,183,1114,22,362,232
SC-22-B-05,SC,22,SC-22,B,05,roy,3,ripe,include,2020-09-12,14.16,12.26,1.15,1.2948,39,0.4353,80.6713,89.1069,32.027,SC-22-B-05,SC-22,B,4.07935,22.3797,0.5594,27.018449999999998,3.2444,0.1409,3.3853,SC-22-B,5,S. cheesmaniae,SC,roy,SC22,SC-22,LA0428,y,SC,Ecuador,Galapagos_Islands,NA,-0.65,-90.3,700,SA,204,1785,229,183,1114,22,362,232
SC-22-C-01,SC,22,SC-22,C,01,roy,3,ripe,include,2020-07-27,10.87,9.7,1.12,0.6309,13,0.4247,78.6722,88.3589,37.3229,SC-22-C-01,SC-22,C,5.97645,16.47555,4.5155,26.967499999999998,4.8071,0.4341,5.2412,SC-22-C,5,S. cheesmaniae,SC,roy,SC22,SC-22,LA0428,y,SC,Ecuador,Galapagos_Islands,NA,-0.65,-90.3,700,SA,204,1785,229,183,1114,22,362,232
SC-22-C-06,SC,22,SC-22,C,06,roy,3,ripe,include,2020-09-15,14.08,12.36,1.14,1.3131,47,0.448,79.6773,81.0073,25.3136,SC-22-C-06,SC-22,C,1.0632000000000001,10.353449999999999,0.35725,11.7739,4.2613,0.6467,4.908,SC-22-C,5,S. cheesmaniae,SC,roy,SC22,SC-22,LA0428,y,SC,Ecuador,Galapagos_Islands,NA,-0.65,-90.3,700,SA,204,1785,229,183,1114,22,362,232
SC-31-A-03,SC,31,SC-31,A,03,roy,3,ripe,include,2020-08-26,14.71,13.36,1.1,1.6348,42,0.4472,73.6315,97.8364,13.5884,SC-31-A-03,SC-31,A,3.16195,9.90295,0.82765,13.892550000000002,4.6096,0.8099,5.4195,SC-31-A,6,S. cheesmaniae,SC,roy,SC31,SC-31,LA1035,y,SC,Ecuador,Galapagos_Islands,NA,-0.43333,-91.46667,300,SA,226,1471,246,208,763,32,283,133
SC-31-A-05,SC,31,SC-31,A,05,roy,3,ripe,include,2020-09-05,14.86,13.58,1.09,1.6327,36,0.4472,82.1922,92.6727,16.3206,SC-31-A-05,SC-31,A,3.87355,12.5574,0.4375,16.86845,5.5744,1.0495,6.6239,SC-31-A,6,S. cheesmaniae,SC,roy,SC31,SC-31,LA1035,y,SC,Ecuador,Galapagos_Islands,NA,-0.43333,-91.46667,300,SA,226,1471,246,208,763,32,283,133
SC-31-C-03,SC,31,SC-31,C,03,roy,3,ripe,include,2020-08-28,14.24,12.84,1.11,1.4051,32,0.4477,80.7137,95.0485,15.8346,SC-31-C-03,SC-31,C,6.1393,14.918050000000001,2.07795,23.1353,3.1455,0.3829,3.5284000000000004,SC-31-C,6,S. cheesmaniae,SC,roy,SC31,SC-31,LA1035,y,SC,Ecuador,Galapagos_Islands,NA,-0.43333,-91.46667,300,SA,226,1471,246,208,763,32,283,133
SC-31-C-04,SC,31,SC-31,C,04,roy,3,ripe,include,2020-08-28,14.75,13.36,1.1,1.5918,49,0.4474,84.8695,95.8441,14.8028,SC-31-C-04,SC-31,C,2.4695,7.5203,0.34085,10.330649999999999,4.7305,0.6564,5.3869,SC-31-C,6,S. cheesmaniae,SC,roy,SC31,SC-31,LA1035,y,SC,Ecuador,Galapagos_Islands,NA,-0.43333,-91.46667,300,SA,226,1471,246,208,763,32,283,133
SCH-06-A-06,SCH,06,SCH-06,A,06,grn,11,ripe,include,2020-07-22,14.92,11.86,1.26,1.3941,39,0.3255,92.513,95.0224,11.0701,SCH-06-A-06,SCH-06,A,2.31075,4.63485,39.17185,46.11745,7.3699,5.5445,12.9144,SCH-06-A,8,S. chilense,SCH,grn,SCH6,SCH-06,LA2750,NA,SI,Chile,Antofagasta,NA,-22.070278,-70.163056,300,NA,168,2547,201,135,0,0,0,0
SCH-06-A-09,SCH,06,SCH-06,A,09,grn,11,ripe,include,2020-07-30,14.49,12.15,1.19,1.2862,48,0.2433,101.1009,80.9951,10.9344,SCH-06-A-09,SCH-06,A,3.5378999999999996,6.99905,29.76095,40.2979,5.104,5.1123,10.2163,SCH-06-A,8,S. chilense,SCH,grn,SCH6,SCH-06,LA2750,NA,SI,Chile,Antofagasta,NA,-22.070278,-70.163056,300,NA,168,2547,201,135,0,0,0,0
SCH-06-B-05,SCH,06,SCH-06,B,05,grn,11,ripe,include,2020-07-22,15.37,13.19,1.17,1.5447,26,0.309,100.2786,83.7501,11.1316,SCH-06-B-05,SCH-06,B,1.1343,5.8101,42.103849999999994,49.048249999999996,3.0243,2.1594,5.1837,SCH-06-B,8,S. chilense,SCH,grn,SCH6,SCH-06,LA2750,NA,SI,Chile,Antofagasta,NA,-22.070278,-70.163056,300,NA,168,2547,201,135,0,0,0,0
SCH-06-B-07,SCH,06,SCH-06,B,07,grn,11,ripe,include,2020-09-01,14.21,12.46,1.14,1.0379,66,0.2943,103.7479,93.5121,14.4249,SCH-06-B-07,SCH-06,B,0.9916,3.5092,8.71955,13.22035,1.563,2.2296,3.7926,SCH-06-B,8,S. chilense,SCH,grn,SCH6,SCH-06,LA2750,NA,SI,Chile,Antofagasta,NA,-22.070278,-70.163056,300,NA,168,2547,201,135,0,0,0,0
SCH-06-C-02,SCH,06,SCH-06,C,02,grn,11,ripe,include,2020-07-07,15.32,13.36,1.15,1.6202,53,0.2588,93.59,90.5768,12.016,SCH-06-C-02,SCH-06,C,1.30915,3.58465,34.64855,39.54235,2.8027,5.4065,8.209200000000001,SCH-06-C,8,S. chilense,SCH,grn,SCH6,SCH-06,LA2750,NA,SI,Chile,Antofagasta,NA,-22.070278,-70.163056,300,NA,168,2547,201,135,0,0,0,0
SCH-06-C-10,SCH,06,SCH-06,C,10,grn,11,unripe,include,2020-09-15,13.45,12.54,1.07,1.2083,12,0.3736,91.0986,72.4245,10.6955,SCH-06-C-10,SCH-06,C,0.9882,0.793,11.89035,13.67155,5.963,1.437,7.4,SCH-06-C,8,S. chilense,SCH,grn,SCH6,SCH-06,LA2750,NA,SI,Chile,Antofagasta,NA,-22.070278,-70.163056,300,NA,168,2547,201,135,0,0,0,0
SCH-08-A-01,SCH,08,SCH-08,A,01,grn,11,unripe,include,2020-06-19,16.05,12.62,1.27,1.6956,68,0.2399,88.597,81.1812,15.485,SCH-08-A-01,SCH-08,A,3.06335,18.662599999999998,29.95505,51.681,1.7522,4.6124,6.3646,SCH-08-A,9,S. chilense,SCH,grn,SCH8,SCH-08,LA4117A,NA,SI,Chile,Antofagasta,NA,-22.9075,-67.940833,3540,NA,84,3229,118,36,39,150,34,0
SCH-08-A-02,SCH,08,SCH-08,A,02,grn,11,ripe,include,2020-06-23,18.69,13.99,1.34,2.6102,75,0.37,91.4726,89.5773,15.2716,SCH-08-A-02,SCH-08,A,3.3814,16.21305,33.81075,53.405199999999994,1.7728,2.6747,4.4475,SCH-08-A,9,S. chilense,SCH,grn,SCH8,SCH-08,LA4117A,NA,SI,Chile,Antofagasta,NA,-22.9075,-67.940833,3540,NA,84,3229,118,36,39,150,34,0
SCH-08-A-04,SCH,08,SCH-08,A,04,grn,11,ripe,include,2020-06-23,18.71,15.02,1.25,2.8027,88,0.3872,89.3869,87.5782,13.9919,SCH-08-A-04,SCH-08,A,3.3664,16.26585,43.091049999999996,62.723299999999995,0.8362,4.2656,5.1018,SCH-08-A,9,S. chilense,SCH,grn,SCH8,SCH-08,LA4117A,NA,SI,Chile,Antofagasta,NA,-22.9075,-67.940833,3540,NA,84,3229,118,36,39,150,34,0
SCH-08-A-08,SCH,08,SCH-08,A,08,grn,11,ripe,include,2020-06-26,17.28,13.53,1.28,2.0923,72,0.4033,85.6981,90.2666,14.2222,SCH-08-A-08,SCH-08,A,2.0221,12.22935,47.596599999999995,61.84804999999999,0.6005,5.9147,6.5152,SCH-08-A,9,S. chilense,SCH,grn,SCH8,SCH-08,LA4117A,NA,SI,Chile,Antofagasta,NA,-22.9075,-67.940833,3540,NA,84,3229,118,36,39,150,34,0
SCM-01-A-01,SCM,01,SCM-01,A,01,grn,5,ripe,include,2020-08-05,17.1,15.93,1.07,2.3929,75,0.2734,107.6909,96.1467,16.1316,SCM-01-A-01,SCM-01,A,1.1982,2.1808,47.2043,50.5833,1.5699,0.9922,2.5621,SCM-01-A,10,S. chmielewskii,SCM,grn,SCM1,SCM-01,LA1317,y,SC,Peru,Ayacucho,NA,-13.41667,-73.84167,2610,HU,168,1009,179,153,637,79,359,29
